C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,MW,NumHBondDonors,NumOfAtoms,NumOfC,NumOfConf,NumOfConfUsed,NumOfN,NumOfO,aldehyde,aromatic.hydroxyl,carbonylperoxyacid,carbonylperoxynitrate,carboxylic.acid,category_None,category_apin,category_apin_decane,category_apin_decane_toluene,category_apin_toluene,category_decane,category_decane_toluene,category_toluene,ester,ether..alicyclic.,hydroperoxide,hydroxyl..alkyl.,ketone,nitrate,nitro,nitroester,peroxide
0,0,359.992467556,3,32,7,225,7,2,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,345.976817492,3,29,6,255,36,2,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,329.981902872,2,28,6,245,40,2,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,297.992073632,2,26,6,164,11,2,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,283.017560108,3,28,7,206,5,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,262.99134536,1,23,7,118,38,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,296.996824664,3,27,7,222,9,1,12,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,209.017166184,2,21,5,90,40,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,316.002638316,3,29,6,202,9,2,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,269.997159012,2,24,5,96,22,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,297.992073632,2,26,6,189,40,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1
0,0,241.006995424,3,23,5,172,11,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,316.002638316,3,29,6,413,20,2,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1
0,0,301.986988252,2,26,5,156,40,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,284.996824664,3,26,6,311,40,1,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,309.992073632,2,27,7,106,14,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1
0,0,281.001910044,2,26,7,73,19,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,300.007723696,3,28,6,168,12,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,209.017166184,2,21,5,31,9,1,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,237.012080804,2,23,6,63,25,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,300.007723696,2,28,6,196,40,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
0,0,239.027730868,2,25,6,203,40,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,255.022645488,3,26,6,180,40,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,265.006995424,2,25,7,69,20,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,295.976423568,2,24,6,66,12,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1
0,0,283.017560108,3,28,7,166,40,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,312.007723696,3,29,7,73,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,1
0,0,253.006995424,3,24,6,37,19,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1
0,0,296.012809076,3,28,7,20,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1
0,0,309.992073632,2,27,7,40,22,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,1
0,0,281.001910044,3,26,7,126,24,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,1
0,0,296.012809076,3,28,7,4,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1
0,0,267.022645488,4,27,7,22,18,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1
0,0,299.012474728,4,29,7,416,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,0,0
0,0,312.007723696,2,29,7,90,24,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1
0,0,313.986988252,4,27,6,61,11,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,1
0,0,293.997159012,1,26,7,17,17,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,234.99643074,2,21,6,5,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1
0,0,269.001910044,4,25,6,29,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,1
0,0,281.997159012,1,25,6,60,40,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,267.981508948,1,22,5,28,10,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,294.9811746,3,25,7,149,17,1,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,325.986988252,2,28,7,158,36,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,266.98625998,2,23,6,38,8,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
1,2,293.997159012,2,26,7,24,8,2,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0
0,0,342.054673888,3,37,9,297,40,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0
0,0,295.976423568,2,24,6,46,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,1
0,0,281.997159012,3,25,6,9,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1
0,0,251.027730868,3,26,7,68,19,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0
0,0,282.03354452,3,29,7,77,24,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0
0,0,253.043380932,4,28,7,84,14,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0
0,0,311.971338188,2,25,6,83,21,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,327.966252808,2,26,6,82,19,2,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,281.997159012,1,25,6,25,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1
0,0,313.986988252,3,27,6,115,10,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1
0,0,281.997159012,1,25,6,47,27,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1
0,0,313.986988252,2,27,6,63,12,2,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,312.007723696,2,29,7,55,21,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1
0,0,296.012809076,2,28,7,35,23,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1
0,0,331.997552936,5,30,6,102,8,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,1
0,0,282.03354452,3,29,7,101,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0
0,0,297.992073632,2,26,6,27,19,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
0,0,281.997159012,2,25,6,26,13,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1
0,0,297.992073632,2,26,6,35,19,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
0,0,298.97608922,3,25,6,118,13,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1
0,0,284.996824664,3,26,6,144,18,1,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,329.981902872,2,28,6,137,40,2,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,267.022645488,2,27,7,80,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,283.017560108,4,28,7,96,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,1
0,0,330.01828838,4,32,7,106,36,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,1
0,0,314.02337376,4,31,7,312,17,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,0,0,0
0,0,285.033210172,5,30,7,472,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0
0,0,330.01828838,4,32,7,95,25,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,1
0,0,298.02845914,3,30,7,66,31,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0
0,0,299.012474728,3,29,7,251,37,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1
0,0,284.996824664,4,26,6,100,23,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,1
0,0,281.001910044,3,26,7,82,24,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,251.027730868,2,26,7,37,14,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,284.996824664,4,26,6,141,37,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,1
0,0,303.007389348,6,29,6,173,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,1
0,0,287.012474728,5,28,6,77,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,1
0,0,297.992073632,2,26,6,42,24,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
1,1,249.012080804,3,24,7,30,15,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0
1,1,235.032816248,3,25,7,123,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0
1,0,281.001910044,3,26,7,132,6,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,0,296.012809076,2,28,7,211,40,2,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,237.012080804,2,23,6,27,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1
0,0,267.022645488,3,27,7,186,22,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
0,0,238.99134536,3,21,5,99,18,1,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,253.006995424,3,24,6,144,9,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,297.992073632,2,26,6,123,39,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,270.9811746,3,23,5,62,7,1,12,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,282.9811746,3,24,6,146,32,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,284.996824664,3,26,6,180,19,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,343.961167428,2,27,6,99,40,2,15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,313.986988252,2,27,6,138,19,2,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,284.996824664,3,26,6,224,31,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,255.022645488,3,26,6,254,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,300.007723696,2,28,6,264,40,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
0,0,225.012080804,2,22,5,19,2,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,237.012080804,2,23,6,55,19,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,268.017894456,1,26,6,48,33,2,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,239.027730868,2,25,6,128,40,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,255.022645488,3,26,6,162,36,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,316.002638316,2,29,6,129,40,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,237.012080804,2,23,6,31,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1
0,0,253.006995424,3,24,6,137,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,1
0,0,253.006995424,3,24,6,114,19,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1
0,0,300.007723696,4,28,6,359,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,1
0,0,345.976817492,3,29,6,302,20,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1
0,0,269.997159012,2,24,5,96,36,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,300.007723696,2,28,6,183,40,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
0,0,255.981508948,2,21,4,64,17,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
0,0,266.98625998,2,23,6,169,40,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1
0,0,313.986988252,2,27,6,262,40,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,1
0,0,331.997552936,3,30,6,214,15,2,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
0,0,313.986988252,2,27,6,220,40,2,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
0,0,316.002638316,3,29,6,358,26,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,1
0,0,287.012474728,4,28,6,618,31,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1
0,0,271.017560108,3,27,6,230,21,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1
0,0,210.99643074,2,19,4,20,7,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,255.981508948,1,21,4,17,14,2,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,221.017166184,1,22,6,31,21,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,311.971338188,1,25,6,54,39,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1
0,0,209.017166184,2,21,5,63,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
0,0,269.001910044,3,25,6,137,38,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
0,0,313.986988252,2,27,6,111,40,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
0,0,300.007723696,2,28,6,203,40,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
0,0,269.997159012,2,24,5,224,40,2,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,300.007723696,2,28,6,239,40,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1
0,0,269.001910044,3,25,6,261,12,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,239.027730868,2,25,6,112,40,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,255.022645488,3,26,6,221,40,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,316.002638316,2,29,6,127,40,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,241.006995424,3,23,5,167,36,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,298.97608922,3,25,6,225,35,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,315.007389348,4,30,7,584,40,1,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1
0,0,236.016831836,3,24,7,148,24,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,0,315.007389348,4,30,7,314,10,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,240.011746456,5,24,6,329,8,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1
0,0,210.001181772,4,20,5,185,18,0,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,298.97608922,3,25,6,254,37,1,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,0,296.996824664,3,27,7,463,40,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1
0,0,299.012474728,4,29,7,543,40,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,300.991739284,4,27,6,237,2,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,345.976817492,3,29,6,298,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,237.996096392,3,22,6,130,16,0,10,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,315.007389348,4,30,7,495,35,1,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,237.996096392,3,22,6,146,21,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,0,315.007389348,4,30,7,412,24,1,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,345.976817492,2,29,6,142,40,2,15,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,299.012474728,3,29,7,265,40,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,315.007389348,3,30,7,346,40,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
0,0,300.991739284,4,27,6,453,4,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1
0,0,254.98625998,2,22,5,83,40,1,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,329.981902872,2,28,6,203,40,2,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,300.991739284,3,27,6,337,40,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
0,0,252.011746456,4,25,7,370,9,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,296.996824664,3,27,7,275,40,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,236.016831836,3,24,7,357,36,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1
0,0,283.017560108,3,28,7,351,40,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,254.02739652,4,27,7,482,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1
0,0,238.0324819,3,26,7,242,38,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
0,0,296.996824664,3,27,7,287,12,1,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,266.98625998,2,23,6,64,13,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,206.006267152,2,20,6,105,38,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,0,180.027002596,3,20,5,124,29,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1
0,0,255.022645488,3,26,6,376,40,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,271.017560108,4,27,6,472,40,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,269.001910044,3,25,6,282,22,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1
0,0,253.006995424,2,24,6,173,40,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,284.996824664,3,26,6,322,35,1,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,240.011746456,4,24,6,463,24,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1
0,0,287.012474728,4,28,6,486,16,1,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1
0,0,196.021917216,3,21,5,206,40,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
0,0,237.012080804,2,23,6,53,11,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
0,0,255.022645488,4,26,6,142,13,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1
0,0,287.012474728,4,28,6,170,1,1,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,301.986988252,2,26,5,71,25,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,331.997552936,3,30,6,244,21,2,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,209.017166184,2,21,5,44,17,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
0,0,300.007723696,3,28,6,195,40,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
0,0,239.027730868,2,25,6,174,40,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,226.0324819,4,25,6,305,34,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
0,0,191.990617088,2,17,5,35,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1
0,0,282.9811746,2,24,6,89,35,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1
0,0,208.021917216,4,22,6,26,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,1
0,0,224.016831836,4,23,6,64,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1
0,0,253.006995424,4,24,6,20,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,1
0,0,269.001910044,5,25,6,41,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,1
0,0,190.04773804,3,23,7,63,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0
0,0,206.006267152,3,20,6,16,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,1
0,0,234.001181772,3,22,7,26,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,1
0,0,253.006995424,4,24,6,19,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,1
0,0,269.001910044,5,25,6,33,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,1
0,0,283.017560108,5,28,7,55,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,1
0,0,328.002638316,4,30,7,39,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,1
0,0,237.996096392,4,22,6,168,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,0,0,0
0,0,310.97608922,3,26,7,37,16,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,1
0,0,284.996824664,5,26,6,74,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,1
0,0,224.016831836,5,23,6,32,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,1
0,0,210.001181772,3,20,5,152,40,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,1
