C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,MW,NumHBondDonors,NumOfAtoms,NumOfC,NumOfConf,NumOfConfUsed,NumOfN,NumOfO,aldehyde,aromatic.hydroxyl,carbonylperoxyacid,carbonylperoxynitrate,carboxylic.acid,category_None,category_apin,category_apin_decane,category_apin_decane_toluene,category_apin_toluene,category_decane,category_decane_toluene,category_toluene,ester,ether..alicyclic.,hydroperoxide,hydroxyl..alkyl.,ketone,nitrate,nitro,nitroester,pSat_Pa,peroxide
0,0,235.032816248,1,25,7,118,40,1,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.2594409629846295,0
0,0,267.022645488,1,27,7,224,40,1,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.190299056238585,1
0,0,265.006995424,2,25,7,474,40,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,-2.831845957016872,0
0,0,283.017560108,3,28,7,710,40,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,-5.6186038258185755,0
0,0,281.001910044,2,26,7,398,40,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,-3.693152809695974,0
0,0,312.007723696,2,29,7,507,40,2,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,-4.055472543540536,0
0,0,283.017560108,3,28,7,446,40,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,-6.423091105305462,0
0,0,309.992073632,1,27,7,311,40,2,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,-2.7375793522944973,0
0,0,297.992073632,1,26,6,194,40,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,-2.090061142081743,0
0,0,269.997159012,1,24,5,174,40,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,-1.4764298014947008,0
0,0,283.017560108,3,28,7,733,30,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,-6.736683185352164,0
0,0,267.022645488,2,27,7,535,40,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-4.8832547910271815,0
0,0,313.986988252,2,27,6,361,40,2,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,-3.621049125547944,0
0,0,195.00151612,1,18,4,75,40,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-0.22392613663539795,0
0,0,210.99643074,1,19,4,129,40,1,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.7429441337620607,1
0,0,269.001910044,2,25,6,392,15,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,-2.9732586753293995,1
0,0,271.053945616,3,31,7,255,40,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-4.045463450191794,0
0,0,210.99643074,2,19,4,105,40,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-2.5185407711592216,0
0,0,344.033938444,2,35,8,546,40,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-4.46424954334219,0
0,0,312.007723696,1,29,7,229,40,2,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.7307212783739723,0
0,0,251.064116376,2,30,8,329,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-4.628942693984559,0
0,0,297.992073632,1,26,6,123,40,2,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,-2.5198037617273465,0
0,0,254.98625998,2,22,5,115,40,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,-3.5947009980952287,0
1,0,177.027336944,1,19,5,41,31,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5200150714416196,0
0,0,223.032816248,2,24,6,256,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-2.809814196042216,0
0,0,241.043380932,3,27,6,665,40,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,-6.071513031769743,0
0,0,270.03354452,2,28,6,291,40,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,-4.109020066962525,0
0,0,302.02337376,2,30,6,235,40,2,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-2.855798383817886,0
0,0,267.022645488,2,27,7,156,27,1,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1.9513577291946265,0
0,0,295.053945616,2,33,9,248,36,1,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-4.217921402288201,0
0,0,267.059030996,2,31,8,137,11,1,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.9558710930265315,0
0,0,299.048860236,3,33,8,381,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-4.494894550004523,0
0,0,312.044109204,1,33,8,134,40,2,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.2898105716874837,0
0,0,235.032816248,1,25,7,102,40,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.106312419888898,0
0,0,267.059030996,2,31,8,286,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-5.136679003185346,0
0,0,239.027730868,1,25,6,135,40,1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.530502240359653,1
0,0,269.038295552,3,29,7,408,40,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-4.833113645974359,0
0,0,328.039023824,2,34,8,367,40,2,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-5.018893355432948,0
0,0,282.069930028,1,33,8,115,40,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.539969283539185,0
0,0,286.02845914,1,29,6,172,40,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.510267502440501,1
0,0,253.043380932,2,28,7,250,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-3.6263967163791904,0
0,0,253.07976644,2,32,8,189,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-4.869831674522143,0
0,0,253.043380932,2,28,7,131,40,1,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-3.1845572519121617,0
0,0,251.064116376,2,30,8,211,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1.4057550110458528,0
0,0,235.069201756,1,29,8,130,40,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.5555848135837516,0
0,0,344.033938444,2,35,8,232,38,2,13,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.2631566259225835,0
0,0,342.054673888,2,37,9,582,40,2,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-4.994809209601196,0
0,0,263.064116376,1,31,9,159,40,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.5626569823003518,0
0,0,265.07976644,2,33,9,380,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-5.365152512077154,0
0,0,281.07468106,2,34,9,463,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-5.694978821999062,0
0,0,342.054673888,2,37,9,322,40,2,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-3.285555794425781,0
0,0,310.064844648,1,35,9,211,40,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-2.5363237422124545,0
0,0,268.054279964,1,30,7,122,40,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.658716212645484,0
0,0,328.039023824,2,34,8,307,40,2,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-4.717808233044465,0
0,0,225.048466312,1,26,6,68,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.9223511807030416,1
0,0,207.037901628,1,23,6,64,40,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1.199359758094231,0
0,0,237.048466312,2,27,7,342,40,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-3.6856195129592995,0
0,0,326.059759268,2,36,9,538,40,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,-5.712633082120774,0
0,0,328.039023824,2,34,8,313,40,2,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-2.844098381485103,0
0,0,312.044109204,2,33,8,433,40,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,-5.485460540185693,0
0,0,328.039023824,2,34,8,387,40,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,-4.080668625606431,0
0,0,272.012809076,2,26,5,385,40,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,-2.736067015740473,0
0,0,314.02337376,2,31,7,746,40,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,-4.901036540078328,0
0,0,330.01828838,2,32,7,473,40,2,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-4.557647646853705,0
0,0,269.997159012,2,24,5,173,40,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,-2.255188195534834,0
0,0,269.997159012,2,24,5,125,36,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,-1.6461674946685028,0
0,0,301.986988252,2,26,5,194,40,2,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,-2.0570069825063544,0
0,0,193.022251564,1,20,5,24,19,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-1.4236794664768815,0
0,0,298.02845914,1,30,7,119,40,2,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.0447509831205126,0
0,0,249.048466312,1,28,8,235,40,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,-4.4704917760676315,0
0,0,298.02845914,1,30,7,143,40,2,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-2.2441605826792417,0
0,0,312.007723696,1,29,7,204,40,2,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1.9824445726667093,0
0,0,284.049194584,2,31,7,359,40,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,-4.109081633917004,0
0,0,286.02845914,2,29,6,333,40,2,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-3.8747065560344627,0
0,0,284.049194584,2,31,7,242,40,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,-3.900595302935856,0
0,0,179.042987008,1,21,5,51,30,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1.280013672062794,0
0,0,287.012474728,3,28,6,516,11,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-4.626568521748597,1
0,0,269.001910044,2,25,6,449,40,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-4.607234855552569,1
0,0,258.9811746,3,22,4,276,34,1,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.380656503254812,0
0,0,252.011746456,3,25,7,351,19,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,-5.238179612413009,0
1,0,252.011746456,3,25,7,558,16,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-7.6557261967833234,0
0,0,357.976817492,2,30,7,820,40,2,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,-4.115376092208463,0
0,0,373.971732112,2,31,7,491,40,2,16,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,-2.8760218540888434,0
0,0,330.01828838,2,32,7,568,40,2,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-4.029263274919395,0
0,0,284.996824664,3,26,6,689,40,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,-3.245748012654938,0
0,0,361.971732112,2,30,6,589,40,2,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,-3.472454431324442,1
0,0,300.991739284,3,27,6,514,40,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,-4.368497648815426,0
0,0,315.007389348,3,30,7,520,40,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,-6.2008837898683575,1
0,0,298.97608922,2,25,6,406,40,1,13,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,-2.122469916831048,0
0,0,357.976817492,2,30,7,762,40,2,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,-3.5068509740520164,0
0,0,178.011352532,2,18,5,210,40,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.1393524787388944,0
0,0,220.021917216,2,23,7,235,40,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,-4.353724577239179,0
0,0,206.04265266,2,24,7,373,40,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-5.764772883753488,0
0,0,267.022645488,2,27,7,575,40,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-4.951604452440526,0
0,0,206.04265266,2,24,7,258,40,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4.413937186223358,0
0,0,192.063388104,2,25,7,205,40,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.6370711250975174,0
0,0,180.027002596,3,20,5,340,22,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,-4.813682122929277,0
0,0,283.017560108,3,28,7,731,40,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,-4.983665229507312,0
0,0,222.03756728,3,25,7,402,40,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,-6.324580277963673,0
0,0,239.027730868,2,25,6,276,40,1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-3.7362476554602697,0
0,0,225.012080804,2,22,5,284,40,1,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,-3.416439423511126,0
0,0,252.011746456,3,25,7,908,40,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,-5.781790190700538,0
0,0,253.006995424,3,24,6,310,3,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,-2.902513768798361,0
0,0,313.986988252,2,27,6,396,40,2,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,-3.225557545158621,0
0,0,224.016831836,3,23,6,475,40,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,-5.032967402716831,0
0,0,299.012474728,3,29,7,849,40,1,12,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,-5.690808035300047,0
1,0,252.011746456,3,25,7,701,40,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,-7.8086323982071875,0
0,0,122.021523292,2,14,3,69,24,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.372337595937319,0
0,0,206.04265266,2,24,7,323,40,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-4.472984539633436,0
0,0,166.011352532,2,17,4,120,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,-1.6246028557776782,0
0,0,192.027002596,2,21,6,133,40,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4.160627611538422,0
0,0,239.027730868,2,25,6,361,40,1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-4.006834610754224,0
0,0,224.016831836,2,23,6,413,40,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-5.021680024773259,1
0,0,257.038295552,3,28,6,260,2,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-2.4728785018041624,0
0,0,238.068867408,3,30,8,270,3,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-5.253607259630915,0
0,0,299.048860236,3,33,8,754,40,1,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-6.3397532660893186,0
0,0,253.043380932,2,28,7,347,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-3.4506704428857775,0
0,0,330.01828838,2,32,7,428,40,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-3.274664275289435,0
0,0,295.053945616,2,33,9,501,40,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-5.469089532437901,0
0,0,238.068867408,3,30,8,705,40,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-6.8843812351450016,0
0,0,196.058302724,3,25,6,116,40,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.0959645886474707,0
0,0,220.094688232,2,31,9,251,40,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-4.909295298034229,0
0,0,252.084517472,3,33,9,774,40,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-7.393471570486191,0
0,0,295.053945616,2,33,9,488,40,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-4.4275743847165066,0
0,0,252.084517472,3,33,9,659,40,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-7.537594322644447,0
0,0,224.089602852,3,31,8,422,40,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-5.387195027548491,0
1,0,176.068473484,2,24,7,173,40,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.113377507876404,0
0,0,299.048860236,3,33,8,608,40,1,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,-4.979437782467912,0
1,0,269.038295552,3,29,7,525,40,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-3.852358148672276,0
0,0,314.02337376,2,31,7,858,40,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,-4.499077473016039,0
0,0,239.027730868,2,25,6,272,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-2.928509877308235,0
0,0,328.039023824,2,34,8,669,40,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,-5.323752353525154,0
0,0,241.043380932,3,27,6,470,40,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,-3.9556947200058423,0
0,0,330.01828838,2,32,7,446,40,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-3.7131913309329527,0
0,0,228.011746456,3,23,5,777,40,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,-5.131276305099351,1
0,0,238.068867408,3,30,8,502,40,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-7.068420446772993,0
0,0,210.073952788,3,28,7,343,40,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-5.397849898658762,0
0,0,241.006995424,3,23,5,276,40,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,-4.063854218559819,0
0,0,225.012080804,3,22,5,242,26,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,-5.295185600103964,0
0,0,180.027002596,3,20,5,153,36,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,-4.894727887472523,0
0,0,257.001910044,3,24,5,200,27,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,-2.904409179366178,0
0,0,228.011746456,4,23,5,352,6,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,-6.935832954471953,0
0,0,241.006995424,2,23,5,115,40,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-2.350879055755123,0
0,0,224.016831836,3,23,6,164,13,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,-4.219224696181026,1
0,0,269.038295552,2,29,7,321,40,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3.482396792881762,0
1,0,208.058302724,3,26,7,257,13,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-5.10188191189767,0
0,0,166.011352532,2,17,4,93,32,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.6234986550852237,0
0,0,270.9811746,3,23,5,154,7,1,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-5.29155502651001,0
0,0,269.001910044,3,25,6,374,40,1,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-2.9422167968795954,0
0,0,240.011746456,4,24,6,445,6,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,-7.155084413776591,0
0,0,253.006995424,2,24,6,128,23,1,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-5.695167632204726,0
0,0,329.981902872,2,28,6,233,40,2,14,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-2.1399081553986097,0
0,0,210.001181772,3,20,5,130,32,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-2.8840723761364653,0
0,0,281.001910044,2,26,7,212,34,1,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,-4.861972539064779,0
0,0,252.011746456,3,25,7,406,33,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,-6.398370037324205,0
0,0,220.021917216,2,23,7,161,36,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,-4.122839660182228,0
0,0,283.017560108,3,28,7,248,2,1,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-8.594882197259908,0
0,0,315.007389348,4,30,7,385,16,1,13,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-4.533036526758217,0
0,0,254.02739652,4,27,7,400,4,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,-9.394700243015954,0
1,0,281.001910044,3,26,7,230,16,1,11,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,-6.66498324351673,0
0,0,269.001910044,2,25,6,107,11,1,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-5.377790702473597,0
0,0,298.97608922,2,25,6,133,33,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-4.334142649263564,1
0,0,373.971732112,2,31,7,224,40,2,16,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-5.136101891054158,1
0,0,315.007389348,4,30,7,527,9,1,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,-8.137978272408944,1
0,0,224.016831836,3,23,6,188,25,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-6.361226847200099,1
0,0,252.011746456,3,25,7,258,23,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-7.917873972610431,1
0,0,315.966252808,2,25,5,189,40,2,14,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-1.9219009334223924,0
0,0,373.971732112,3,31,7,426,40,2,16,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,-4.314406950774363,0
0,0,297.992073632,1,26,6,137,40,2,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-1.8182739160360608,0
0,0,254.98625998,2,22,5,111,40,1,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-1.3634662052576245,0
0,0,345.976817492,2,29,6,297,40,2,15,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-2.416891179661477,0
1,0,281.001910044,2,26,7,207,40,1,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-4.835087312910768,0
1,0,325.986988252,1,28,7,73,40,2,13,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-2.226184690748821,0
0,0,266.98625998,1,23,6,80,40,1,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-1.3733820860057238,1
0,0,294.9811746,1,25,7,146,40,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,-1.6948856049844678,1
0,0,299.012474728,3,29,7,408,40,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,-4.77964844304669,1
0,0,284.996824664,3,26,6,242,40,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,-5.506548203448069,1
